,TF_motif,time,direction,gene,score,peak,distance
5479,SCRT1,3,neg,GLI3,-1.27719085220388,chr7-42078237-42078737,159383.0
5480,TP73,3,neg,LUZP1,-2.73757521197069,chr1-23072419-23072919,105139.0
5481,TP73,3,neg,SMAD9,-1.62520186585059,chr13-36903616-36904116,16899.0
5482,TP73,3,neg,SMOC1,-1.35052908302148,chr14-69982690-69983190,128809.0
5483,TP73,3,neg,EPHA4,-1.18616562209847,chr2-221616989-221617489,-43037.0
5484,TP73,3,neg,FBXL7,-0.776815745793983,chr5-15653812-15654312,153866.0
5485,TP73,3,neg,IQGAP2,-1.34960443301331,chr5-76443364-76443864,40365.0
5486,TP73,3,neg,SYBU,-0.560502174910703,chr8-109605221-109605721,86320.0
5487,PAX3,3,neg,MPPED1,-0.646316680801224,chr22-43501807-43502307,90861.0
5488,PAX3,3,neg,ITPR1,-2.13403087907895,chr3-4355878-4356378,-137220.0
5489,PAX3,3,neg,PRSS12,-1.34915490122458,chr4-118316854-118317354,35899.0
5490,PAX3,3,neg,PLXNA4,-1.17076983518439,chr7-132815004-132815504,-166566.0
5491,BARX1,3,neg,FLRT2,-1.20413964409825,chr14-85425130-85425630,-104764.0
5492,BARX1,3,neg,EPHA4,-0.939165280401857,chr2-221464160-221464660,109792.0
5493,BARX1,3,neg,MPPED1,-0.646316680801224,chr22-43501807-43502307,90861.0
5494,BARX1,3,neg,ARPP21,-0.782277942678925,chr3-35722838-35723338,84143.0
5495,BARX1,3,neg,SEMA6A,-0.86150025888532,chr5-116475183-116475683,99501.0
5496,BARX1,3,neg,FBXL7,-0.927189706286278,chr5-15520804-15521304,20858.0
5497,BARX1,3,neg,SYBU,-0.560502174910703,chr8-109605221-109605721,86320.0
5498,ZSCAN4,3,neg,SRM,-0.7068533934186,chr1-11145749-11146249,-85975.0
5499,ZSCAN4,3,neg,SIPA1L2,-1.45248217063544,chr1-232438383-232438883,122925.0
5500,ZSCAN4,3,neg,EFCAB2,-1.10640323459369,chr1-244796736-244797236,-172719.0
5501,ZSCAN4,3,neg,CNTN1,-1.30650033548069,chr12-40643352-40643852,-48840.0
5502,ZSCAN4,3,neg,ATP8A2,-0.969695555380907,chr13-25371449-25371949,-372.0
5503,ZSCAN4,3,neg,ATP8A2,-1.34581820392638,chr13-25372106-25372606,285.0
5504,ZSCAN4,3,neg,FLRT2,-1.25991380541803,chr14-85334882-85335382,-195012.0
5505,ZSCAN4,3,neg,IQCJ-SCHIP1,-1.46593757291721,chr3-159064525-159065025,102540.0
5506,ZSCAN4,3,neg,FAM19A1,-1.30311290220385,chr3-68006573-68007073,2607.0
5507,ZSCAN4,3,neg,LIMCH1,-1.08935461231773,chr4-41409073-41409573,49716.0
5508,ZSCAN4,3,neg,PAM,-1.27642261989345,chr5-102668484-102668984,-85247.0
5509,ZSCAN4,3,neg,PAM,-1.68318205566648,chr5-102899915-102900415,146184.0
5510,ZSCAN4,3,neg,FBXL7,-1.64335210432757,chr5-15442403-15442903,-57543.0
5511,ZSCAN4,3,neg,NCALD,-1.23636497146336,chr8-102079486-102079986,45171.0
5512,ZSCAN4,3,neg,NCALD,-0.806005055735245,chr8-102268828-102269328,-144171.0
5513,ZSCAN4,3,neg,KIAA1456,-2.64197479164885,chr8-13108544-13109044,163152.0
5514,ZSCAN4,3,neg,PREX2,-1.70437461013714,chr8-68076705-68077205,124837.0
5515,PBX2,3,neg,RGS7,-0.947846494438562,chr1-241349289-241349789,7691.0
5516,PBX2,3,neg,EFCAB2,-2.52735756998528,chr1-245099367-245099867,129912.0
5517,PBX2,3,neg,APOLD1,-1.4629612086972,chr12-12549348-12549848,-176319.0
5518,PBX2,3,neg,SMOC1,-1.33102692300999,chr14-69977251-69977751,123370.0
5519,PBX2,3,neg,CDH13,-0.766435202815495,chr16-82735689-82736189,109136.0
5520,PBX2,3,neg,GPR39,-0.687518578119489,chr2-132385606-132386106,-30718.0
5521,PBX2,3,neg,EPHA4,-1.60580894667065,chr2-221562377-221562877,11575.0
5522,PBX2,3,neg,MPPED1,-0.865294836143267,chr22-43237237-43237737,-173709.0
5523,PBX2,3,neg,IQGAP2,-1.34960443301331,chr5-76443364-76443864,40365.0
5524,PBX2,3,neg,PAG1,-1.02728119672388,chr8-81012520-81013020,99298.0
5525,MNX1,3,neg,EFCAB2,-2.36187386498563,chr1-245153757-245154257,184302.0
5526,MNX1,3,neg,GPC6,-0.870964961298491,chr13-93106402-93106902,-120190.0
5527,MNX1,3,neg,FLRT2,-0.942618151838068,chr14-85576202-85576702,46308.0
5528,MNX1,3,neg,EPHA4,-0.939165280401857,chr2-221464160-221464660,109792.0
5529,MNX1,3,neg,IQCJ-SCHIP1,-1.46593757291721,chr3-159064525-159065025,102540.0
5530,MNX1,3,neg,ITPR1,-2.13403087907895,chr3-4355878-4356378,-137220.0
5531,MNX1,3,neg,LIMCH1,-1.08935461231773,chr4-41409073-41409573,49716.0
5532,MNX1,3,neg,IQGAP2,-1.34960443301331,chr5-76443364-76443864,40365.0
5533,MNX1,3,neg,PREX2,-1.70437461013714,chr8-68076705-68077205,124837.0
5534,HIC2,3,neg,SRM,-0.7068533934186,chr1-11145749-11146249,-85975.0
5535,HIC2,3,neg,LUZP1,-2.73757521197069,chr1-23072419-23072919,105139.0
5536,HIC2,3,neg,RGS7,-0.947846494438562,chr1-241349289-241349789,7691.0
5537,HIC2,3,neg,CUX2,-0.986724061920359,chr12-111038031-111038531,4257.0
5538,HIC2,3,neg,ATP8A2,-0.668239771167383,chr13-25190805-25191305,-181016.0
5539,HIC2,3,neg,SMOC1,-1.42220942333337,chr14-69972611-69973111,118730.0
5540,HIC2,3,neg,GPR39,-1.12123779002641,chr2-132397503-132398003,-18821.0
5541,HIC2,3,neg,GPR39,-0.720828314980311,chr2-132582223-132582723,165899.0
5542,HIC2,3,neg,LIMCH1,-1.08935461231773,chr4-41409073-41409573,49716.0
5543,HIC2,3,neg,PAM,-1.68318205566648,chr5-102899915-102900415,146184.0
5544,HIC2,3,neg,SEMA6A,-0.989709089131032,chr5-116767829-116768329,-193145.0
5545,HIC2,3,neg,ELMO1,-0.915342320063911,chr7-37259101-37259601,189898.0
5546,HIC2,3,neg,KIAA1456,-2.64197479164885,chr8-13108544-13109044,163152.0
5547,HIC2,3,neg,MSRA,-0.811711009175253,chr8-9898039-9898539,-155979.0
5548,GRHL1,3,neg,SIPA1L2,-0.945517512658431,chr1-232579875-232580375,-18567.0
5549,GRHL1,3,neg,GUCY1A2,-1.7574963349637,chr11-107203741-107204241,-185467.0
5550,GRHL1,3,neg,MPPED1,-0.646316680801224,chr22-43501807-43502307,90861.0
5551,GRHL1,3,neg,PAM,-1.27642261989345,chr5-102668484-102668984,-85247.0
5552,GRHL1,3,neg,PLXNA4,-1.17076983518439,chr7-132815004-132815504,-166566.0
5553,GRHL1,3,neg,GLI3,-1.27719085220388,chr7-42078237-42078737,159383.0
5554,RORB,3,neg,SIPA1L2,-0.945517512658431,chr1-232579875-232580375,-18567.0
5555,RORB,3,neg,TMTC2,-1.50137063522063,chr12-82758797-82759297,72167.0
5556,RORB,3,neg,ATP8A2,-0.920643402724224,chr13-25176919-25177419,-194902.0
5557,RORB,3,neg,GPC6,-0.870964961298491,chr13-93106402-93106902,-120190.0
5558,RORB,3,neg,FLRT2,-1.25991380541803,chr14-85334882-85335382,-195012.0
5559,RORB,3,neg,NDST3,-1.15502943005324,chr4-118224128-118224628,190760.0
5560,RORB,3,neg,FBXL7,-0.927189706286278,chr5-15520804-15521304,20858.0
5561,MEIS3,3,neg,EFCAB2,-2.52735756998528,chr1-245099367-245099867,129912.0
5562,MEIS3,3,neg,CDH13,-1.02253260225223,chr16-82639651-82640151,13098.0
5563,MEIS3,3,neg,CDH13,-0.766435202815495,chr16-82735689-82736189,109136.0
5564,MEIS3,3,neg,EPHA4,-0.939165280401857,chr2-221464160-221464660,109792.0
5565,MEIS3,3,neg,EPHA4,-1.60580894667065,chr2-221562377-221562877,11575.0
5566,MEIS3,3,neg,IQCJ-SCHIP1,-1.07407490824618,chr3-159041467-159041967,79482.0
5567,MEIS3,3,neg,PAM,-1.68318205566648,chr5-102899915-102900415,146184.0
5568,MEIS3,3,neg,FBXL7,-0.776815745793983,chr5-15653812-15654312,153866.0
5569,MEIS3,3,neg,NCALD,-1.23636497146336,chr8-102079486-102079986,45171.0
5570,MEIS3,3,neg,PREX2,-0.857732182131596,chr8-68131208-68131708,179340.0
5571,USF2,3,neg,EFCAB2,-2.36187386498563,chr1-245153757-245154257,184302.0
5572,USF2,3,neg,SMAD9,-1.62520186585059,chr13-36903616-36904116,16899.0
5573,USF2,3,neg,GPR39,-0.760475485153503,chr2-132392116-132392616,-24208.0
5574,USF2,3,neg,EPHA4,-1.14865285241711,chr2-221527808-221528308,46144.0
5575,USF2,3,neg,MPPED1,-0.865294836143267,chr22-43237237-43237737,-173709.0
5576,USF2,3,neg,MPPED1,-0.646316680801224,chr22-43501807-43502307,90861.0
5577,USF2,3,neg,ITPR1,-2.13403087907895,chr3-4355878-4356378,-137220.0
5578,USF2,3,neg,ZHX2,-0.834888682075451,chr8-122816658-122817158,35514.0
5579,LEF1,3,neg,TMTC2,-1.50137063522063,chr12-82758797-82759297,72167.0
5580,LEF1,3,neg,SMAD9,-1.62520186585059,chr13-36903616-36904116,16899.0
5581,LEF1,3,neg,FLRT2,-1.20413964409825,chr14-85425130-85425630,-104764.0
5582,LEF1,3,neg,IQCJ-SCHIP1,-1.46593757291721,chr3-159064525-159065025,102540.0
5583,LEF1,3,neg,ITPR1,-2.13403087907895,chr3-4355878-4356378,-137220.0
5584,LEF1,3,neg,PRSS12,-1.34915490122458,chr4-118316854-118317354,35899.0
5585,LEF1,3,neg,SEMA6A,-0.989709089131032,chr5-116767829-116768329,-193145.0
5586,LEF1,3,neg,FBXL7,-0.776815745793983,chr5-15653812-15654312,153866.0
5587,LEF1,3,neg,ELMO1,-0.989428169230951,chr7-37281203-37281703,167796.0
5588,LEF1,3,neg,GLI3,-1.27719085220388,chr7-42078237-42078737,159383.0
5589,LEF1,3,neg,GLI3,-1.08737909911508,chr7-42125181-42125681,112439.0
5590,LEF1,3,neg,PREX2,-0.857732182131596,chr8-68131208-68131708,179340.0
5591,RFX5,4,neg,SOX6,-2.07846055723504,chr11-16897716-16898216,-158375.0
5592,RFX5,4,neg,CNTN1,-1.11986261851423,chr12-40584672-40585172,-107520.0
5593,RFX5,4,neg,SYT16,-0.97203977625243,chr14-61932854-61933354,121130.0
5594,RFX5,4,neg,FLRT2,-1.04791238952541,chr14-85497244-85497744,-32650.0
5595,RFX5,4,neg,FLRT2,-1.37413402607988,chr14-85576202-85576702,46308.0
5596,RFX5,4,neg,FLRT2,-3.97486491259172,chr14-85657004-85657504,127110.0
5597,RFX5,4,neg,ZFHX3,-0.832307337620374,chr16-73053972-73054472,90225.0
5598,RFX5,4,neg,CDH13,-1.89996744146198,chr16-82495928-82496428,-130625.0
5599,RFX5,4,neg,MPPED1,-1.90779731524694,chr22-43258060-43258560,-152886.0
5600,RFX5,4,neg,MAML3,-2.08050229153826,chr4-140343955-140344455,-190021.0
5601,RFX5,4,neg,PALLD,-2.23028077450152,chr4-168570463-168570963,73647.0
5602,RFX5,4,neg,LIMCH1,-0.976765301894169,chr4-41418453-41418953,59096.0
5603,RFX5,4,neg,ZHX2,-1.19227129489813,chr8-122647480-122647980,-133664.0
5604,RFX5,4,neg,GABBR2,-1.61852929709774,chr9-98763908-98764408,-54961.0
5605,MEOX2,4,neg,DAB1,-1.10913089793369,chr1-58437947-58438447,108537.0
5606,MEOX2,4,neg,CUX2,-0.887641217201545,chr12-111199795-111200295,166021.0
5607,MEOX2,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5608,MEOX2,4,neg,EPHA4,-0.815538675839897,chr2-221551771-221552271,22181.0
5609,MEOX2,4,neg,PLCB4,-0.824436505573433,chr20-8873962-8874462,-194551.0
5610,MEOX2,4,neg,MPPED1,-1.90779731524694,chr22-43258060-43258560,-152886.0
5611,MEOX2,4,neg,MPPED1,-1.19737976316733,chr22-43326216-43326716,-84730.0
5612,MEOX2,4,neg,FAM19A1,-1.01710646350191,chr3-68188031-68188531,184065.0
5613,MEOX2,4,neg,GAB1,-0.935601662351986,chr4-143363949-143364449,27437.0
5614,MEOX2,4,neg,LIMCH1,-0.654541546712292,chr4-41383375-41383875,24018.0
5615,MEOX2,4,neg,PLXNA4,-1.07274052727445,chr7-132783835-132784335,-135397.0
5616,MEOX2,4,neg,MSRA,-0.747310565019543,chr8-9974572-9975072,-79446.0
5617,MEF2C,4,neg,DAB1,-1.68372179407486,chr1-58358412-58358912,188072.0
5618,MEF2C,4,neg,DAB1,-2.47935838536204,chr1-58660836-58661336,-114352.0
5619,MEF2C,4,neg,DAB1,-1.20509795156576,chr1-58708555-58709055,-162071.0
5620,MEF2C,4,neg,TMEM123,-1.4414346909315,chr11-102532588-102533088,-62454.0
5621,MEF2C,4,neg,GRAMD1B,-0.633983654666674,chr11-123548725-123549225,190547.0
5622,MEF2C,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5623,MEF2C,4,neg,ATP2B1,-0.955010396040001,chr12-89691585-89692085,17465.0
5624,MEF2C,4,neg,FLRT2,-3.97486491259172,chr14-85657004-85657504,127110.0
5625,MEF2C,4,neg,KIAA0513,-1.14717632867176,chr16-85057844-85058344,30343.0
5626,MEF2C,4,neg,GAREM1,-1.04868903160457,chr18-32386437-32386937,83797.0
5627,MEF2C,4,neg,PTPRM,-0.597255100227718,chr18-7378139-7378639,-188393.0
5628,MEF2C,4,neg,DTNB,-2.36945148553751,chr2-25490608-25491108,182789.0
5629,MEF2C,4,neg,PLCB4,-0.824436505573433,chr20-8873962-8874462,-194551.0
5630,MEF2C,4,neg,PLCB4,-1.25372629233268,chr20-9158543-9159043,90030.0
5631,MEF2C,4,neg,MPPED1,-1.39879577479158,chr22-43237237-43237737,-173709.0
5632,MEF2C,4,neg,PHF21B,-1.83288979911927,chr22-44921994-44922494,87755.0
5633,MEF2C,4,neg,ITPR1,-0.971868770907573,chr3-4294614-4295114,-198484.0
5634,MEF2C,4,neg,GAB1,-0.935601662351986,chr4-143363949-143364449,27437.0
5635,MEF2C,4,neg,LIMCH1,-1.10015128911376,chr4-41442460-41442960,83103.0
5636,MEF2C,4,neg,IQGAP2,-0.634738289913358,chr5-76485309-76485809,82310.0
5637,MEF2C,4,neg,NCALD,-1.64470064714134,chr8-102259444-102259944,-134787.0
5638,MEF2C,4,neg,PAG1,-1.58134902435392,chr8-80975350-80975850,136468.0
5639,MEF2C,4,neg,PAG1,-1.62401736145998,chr8-80998220-80998720,113598.0
5640,MEF2C,4,neg,PAG1,-1.05592337298787,chr8-81226949-81227449,-115131.0
5641,MEF2C,4,neg,GABBR2,-1.61852929709774,chr9-98763908-98764408,-54961.0
5642,LBX2,4,neg,DAB1,-2.47935838536204,chr1-58660836-58661336,-114352.0
5643,LBX2,4,neg,TMEM123,-1.4414346909315,chr11-102532588-102533088,-62454.0
5644,LBX2,4,neg,EPS8,-2.48841482532242,chr12-15726778-15727278,155301.0
5645,LBX2,4,neg,SPATA13,-1.57916185201305,chr13-23995250-23995750,15695.0
5646,LBX2,4,neg,FLRT2,-1.04791238952541,chr14-85497244-85497744,-32650.0
5647,LBX2,4,neg,EPHA4,-0.815538675839897,chr2-221551771-221552271,22181.0
5648,LBX2,4,neg,PLCB4,-0.824436505573433,chr20-8873962-8874462,-194551.0
5649,LBX2,4,neg,MPPED1,-1.18326379798089,chr22-43352310-43352810,-58636.0
5650,LBX2,4,neg,IQGAP2,-0.527934788777195,chr5-76430257-76430757,27258.0
5651,LBX2,4,neg,EGFR,-1.0071655084427,chr7-55176051-55176551,157280.0
5652,LBX2,4,neg,ZHX2,-0.935744638206878,chr8-122680449-122680949,-100695.0
5653,ZEB1,4,neg,CUX2,-0.887641217201545,chr12-111199795-111200295,166021.0
5654,ZEB1,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5655,ZEB1,4,neg,CNTN1,-1.11986261851423,chr12-40584672-40585172,-107520.0
5656,ZEB1,4,neg,ATP2B1,-0.854179740049944,chr12-89708103-89708603,947.0
5657,ZEB1,4,neg,SYT16,-0.97203977625243,chr14-61932854-61933354,121130.0
5658,ZEB1,4,neg,PTPRM,-0.597255100227718,chr18-7378139-7378639,-188393.0
5659,ZEB1,4,neg,DTNB,-1.23641546567799,chr2-25685534-25686034,-12137.0
5660,ZEB1,4,neg,MPPED1,-1.39879577479158,chr22-43237237-43237737,-173709.0
5661,ZEB1,4,neg,MPPED1,-1.34070496511449,chr22-43305142-43305642,-105804.0
5662,ZEB1,4,neg,ST6GAL1,-1.31343059359307,chr3-186947766-186948266,17531.0
5663,ZEB1,4,neg,LIMCH1,-0.976765301894169,chr4-41418453-41418953,59096.0
5664,ZEB1,4,neg,LIMCH1,-1.10015128911376,chr4-41442460-41442960,83103.0
5665,ZEB1,4,neg,IQGAP2,-0.634738289913358,chr5-76485309-76485809,82310.0
5666,ZEB1,4,neg,HSPA1B,-3.02182250700108,chr6-31780687-31781187,-46798.0
5667,ZEB1,4,neg,HSPA1B,-1.25109276635633,chr6-31829637-31830137,2152.0
5668,ZEB1,4,neg,HSPA1B,-1.19435471084875,chr6-31834125-31834625,6640.0
5669,ZEB1,4,neg,HSPA1B,-1.22976227013834,chr6-31970443-31970943,142958.0
5670,ZEB1,4,neg,PTK7,-0.783009771023442,chr6-43020724-43021224,-55294.0
5671,ZEB1,4,neg,PTK7,-0.745934686191489,chr6-43059245-43059745,-16773.0
5672,ZEB1,4,neg,PLXNA4,-1.07274052727445,chr7-132783835-132784335,-135397.0
5673,ZEB1,4,neg,EGFR,-1.0071655084427,chr7-55176051-55176551,157280.0
5674,ZEB1,4,neg,DYNC1I1,-1.08129237220772,chr7-95608793-95609293,-163463.0
5675,ZEB1,4,neg,ZHX2,-1.53090258610015,chr8-122659624-122660124,-121520.0
5676,ZEB1,4,neg,CHD7,-1.32462159507676,chr8-60653384-60653884,-25144.0
5677,ZEB1,4,neg,PAG1,-1.62401736145998,chr8-80998220-80998720,113598.0
5678,ZEB1,4,neg,MSRA,-0.747310565019543,chr8-9974572-9975072,-79446.0
5679,ZEB1,4,neg,GABBR2,-0.917573874870532,chr9-98848480-98848980,-139533.0
5680,VAX2,4,neg,DAB1,-1.10913089793369,chr1-58437947-58438447,108537.0
5681,VAX2,4,neg,CUX2,-0.887641217201545,chr12-111199795-111200295,166021.0
5682,VAX2,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5683,VAX2,4,neg,PLCB4,-0.824436505573433,chr20-8873962-8874462,-194551.0
5684,VAX2,4,neg,MPPED1,-1.19737976316733,chr22-43326216-43326716,-84730.0
5685,VAX2,4,neg,FAM19A1,-1.01710646350191,chr3-68188031-68188531,184065.0
5686,VAX2,4,neg,GAB1,-0.935601662351986,chr4-143363949-143364449,27437.0
5687,VAX2,4,neg,LIMCH1,-0.654541546712292,chr4-41383375-41383875,24018.0
5688,VAX2,4,neg,MSRA,-0.747310565019543,chr8-9974572-9975072,-79446.0
5689,SNAI2,4,neg,CACNB2,-0.765786317792225,chr10-18177484-18177984,37057.0
5690,SNAI2,4,neg,GRAMD1B,-1.23888639660962,chr11-123159206-123159706,-198972.0
5691,SNAI2,4,neg,GRAMD1B,-0.796102212827847,chr11-123285202-123285702,-72976.0
5692,SNAI2,4,neg,CUX2,-0.887641217201545,chr12-111199795-111200295,166021.0
5693,SNAI2,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5694,SNAI2,4,neg,SYT16,-0.97203977625243,chr14-61932854-61933354,121130.0
5695,SNAI2,4,neg,PTPRM,-0.597255100227718,chr18-7378139-7378639,-188393.0
5696,SNAI2,4,neg,DTNB,-1.23641546567799,chr2-25685534-25686034,-12137.0
5697,SNAI2,4,neg,BBX,-0.849192818623993,chr3-107383624-107384124,-139062.0
5698,SNAI2,4,neg,ST6GAL1,-1.31343059359307,chr3-186947766-186948266,17531.0
5699,SNAI2,4,neg,CADPS,-1.08902817603742,chr3-62779291-62779791,95848.0
5700,SNAI2,4,neg,GAB1,-0.935601662351986,chr4-143363949-143364449,27437.0
5701,SNAI2,4,neg,SGK1,-0.804128086268527,chr6-134445777-134446277,-127915.0
5702,SNAI2,4,neg,HSPA1B,-3.02182250700108,chr6-31780687-31781187,-46798.0
5703,SNAI2,4,neg,HSPA1B,-1.25109276635633,chr6-31829637-31830137,2152.0
5704,SNAI2,4,neg,PTK7,-0.783009771023442,chr6-43020724-43021224,-55294.0
5705,SNAI2,4,neg,PLXNA4,-1.07274052727445,chr7-132783835-132784335,-135397.0
5706,SNAI2,4,neg,ZHX2,-1.53090258610015,chr8-122659624-122660124,-121520.0
5707,SNAI2,4,neg,PAG1,-1.62401736145998,chr8-80998220-80998720,113598.0
5708,SNAI2,4,neg,MSRA,-0.747310565019543,chr8-9974572-9975072,-79446.0
5709,SNAI2,4,neg,GABBR2,-0.917573874870532,chr9-98848480-98848980,-139533.0
5710,MNX1,4,neg,CUX2,-0.887641217201545,chr12-111199795-111200295,166021.0
5711,MNX1,4,neg,EPS8,-2.48841482532242,chr12-15726778-15727278,155301.0
5712,MNX1,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5713,MNX1,4,neg,FLRT2,-1.37413402607988,chr14-85576202-85576702,46308.0
5714,MNX1,4,neg,PLCB4,-0.824436505573433,chr20-8873962-8874462,-194551.0
5715,MNX1,4,neg,IQCJ-SCHIP1,-0.858420861762069,chr3-159064525-159065025,102540.0
5716,MNX1,4,neg,FAM19A1,-1.01710646350191,chr3-68188031-68188531,184065.0
5717,MNX1,4,neg,LIMCH1,-0.654541546712292,chr4-41383375-41383875,24018.0
5718,MNX1,4,neg,LIMCH1,-1.10015128911376,chr4-41442460-41442960,83103.0
5719,MNX1,4,neg,IQGAP2,-1.24640337191507,chr5-76443364-76443864,40365.0
5720,MNX1,4,neg,ZHX2,-0.935744638206878,chr8-122680449-122680949,-100695.0
5721,MNX1,4,neg,MSRA,-0.747310565019543,chr8-9974572-9975072,-79446.0
5722,TCF4,4,neg,CACNB2,-0.765786317792225,chr10-18177484-18177984,37057.0
5723,TCF4,4,neg,GRAMD1B,-1.23888639660962,chr11-123159206-123159706,-198972.0
5724,TCF4,4,neg,CUX2,-0.887641217201545,chr12-111199795-111200295,166021.0
5725,TCF4,4,neg,FLRT2,-3.97486491259172,chr14-85657004-85657504,127110.0
5726,TCF4,4,neg,KIAA0513,-1.14717632867176,chr16-85057844-85058344,30343.0
5727,TCF4,4,neg,PTPRM,-0.597255100227718,chr18-7378139-7378639,-188393.0
5728,TCF4,4,neg,DTNB,-1.23641546567799,chr2-25685534-25686034,-12137.0
5729,TCF4,4,neg,PLCB4,-1.25372629233268,chr20-9158543-9159043,90030.0
5730,TCF4,4,neg,BBX,-0.849192818623993,chr3-107383624-107384124,-139062.0
5731,TCF4,4,neg,ST6GAL1,-1.31343059359307,chr3-186947766-186948266,17531.0
5732,TCF4,4,neg,CADPS,-1.08902817603742,chr3-62779291-62779791,95848.0
5733,TCF4,4,neg,GAB1,-0.935601662351986,chr4-143363949-143364449,27437.0
5734,TCF4,4,neg,IQGAP2,-0.634738289913358,chr5-76485309-76485809,82310.0
5735,TCF4,4,neg,SGK1,-0.804128086268527,chr6-134445777-134446277,-127915.0
5736,TCF4,4,neg,HSPA1B,-3.02182250700108,chr6-31780687-31781187,-46798.0
5737,TCF4,4,neg,HSPA1B,-1.25109276635633,chr6-31829637-31830137,2152.0
5738,TCF4,4,neg,PTK7,-0.783009771023442,chr6-43020724-43021224,-55294.0
5739,TCF4,4,neg,PLXNA4,-1.07274052727445,chr7-132783835-132784335,-135397.0
5740,TCF4,4,neg,ZHX2,-1.53090258610015,chr8-122659624-122660124,-121520.0
5741,TCF4,4,neg,PAG1,-1.62401736145998,chr8-80998220-80998720,113598.0
5742,TCF4,4,neg,MSRA,-0.747310565019543,chr8-9974572-9975072,-79446.0
5743,FOXB1,4,neg,SRM,-0.833487816503394,chr1-11182572-11183072,-122798.0
5744,FOXB1,4,neg,TMEM123,-1.4414346909315,chr11-102532588-102533088,-62454.0
5745,FOXB1,4,neg,APOLD1,-1.97103922700278,chr12-12779548-12780048,53881.0
5746,FOXB1,4,neg,CRADD,-0.987876754033862,chr12-93785283-93785783,108158.0
5747,FOXB1,4,neg,FRMD5,-1.10392078084532,chr15-44250796-44251296,-55794.0
5748,FOXB1,4,neg,KIAA0513,-1.48963488032929,chr16-85063544-85064044,36043.0
5749,FOXB1,4,neg,PLCB4,-0.824436505573433,chr20-8873962-8874462,-194551.0
5750,FOXB1,4,neg,MPPED1,-1.34070496511449,chr22-43305142-43305642,-105804.0
5751,FOXB1,4,neg,MPPED1,-1.18326379798089,chr22-43352310-43352810,-58636.0
5752,FOXB1,4,neg,ITPR1,-0.997398376195613,chr3-4492078-4492578,-1020.0
5753,FOXB1,4,neg,FAM19A1,-1.01710646350191,chr3-68188031-68188531,184065.0
5754,FOXB1,4,neg,NCALD,-1.64470064714134,chr8-102259444-102259944,-134787.0
5755,FOXB1,4,neg,ZHX2,-0.935744638206878,chr8-122680449-122680949,-100695.0
5756,FOXB1,4,neg,PAG1,-1.58134902435392,chr8-80975350-80975850,136468.0
5757,RAX2,4,neg,SOX6,-2.07846055723504,chr11-16897716-16898216,-158375.0
5758,RAX2,4,neg,EPS8,-2.48841482532242,chr12-15726778-15727278,155301.0
5759,RAX2,4,neg,CNTN1,-0.987951072558111,chr12-40616468-40616968,-75724.0
5760,RAX2,4,neg,SPATA13,-1.57916185201305,chr13-23995250-23995750,15695.0
5761,RAX2,4,neg,MPPED1,-1.18326379798089,chr22-43352310-43352810,-58636.0
5762,RAX2,4,neg,IQCJ-SCHIP1,-1.23224041243859,chr3-158842730-158843230,-119255.0
5763,RAX2,4,neg,IQCJ-SCHIP1,-0.858420861762069,chr3-159064525-159065025,102540.0
5764,RAX2,4,neg,IQGAP2,-1.24640337191507,chr5-76443364-76443864,40365.0
5765,RAX2,4,neg,ZHX2,-0.935744638206878,chr8-122680449-122680949,-100695.0
5766,ISL2,4,neg,CNTN1,-1.11986261851423,chr12-40584672-40585172,-107520.0
5767,ISL2,4,neg,ATP2B1,-0.955010396040001,chr12-89691585-89692085,17465.0
5768,ISL2,4,neg,ATP2B1,-1.16145364004785,chr12-89753890-89754390,-44840.0
5769,ISL2,4,neg,FLRT2,-1.31814277368304,chr14-85531985-85532485,2091.0
5770,ISL2,4,neg,CCBE1,-0.958487019718123,chr18-59549479-59549979,147651.0
5771,ISL2,4,neg,RAB3C,-1.99156173033975,chr5-58710849-58711349,128878.0
5772,ISL2,4,neg,IQGAP2,-0.634738289913358,chr5-76485309-76485809,82310.0
5773,ISL2,4,neg,SGK1,-0.804128086268527,chr6-134445777-134446277,-127915.0
5774,ISL2,4,neg,EGFR,-1.0071655084427,chr7-55176051-55176551,157280.0
5775,ISL2,4,neg,ZHX2,-1.53090258610015,chr8-122659624-122660124,-121520.0
5776,FOXC2,4,neg,SRM,-0.833487816503394,chr1-11182572-11183072,-122798.0
5777,FOXC2,4,neg,DAB1,-2.47935838536204,chr1-58660836-58661336,-114352.0
5778,FOXC2,4,neg,TMEM123,-1.4414346909315,chr11-102532588-102533088,-62454.0
5779,FOXC2,4,neg,APOLD1,-1.97103922700278,chr12-12779548-12780048,53881.0
5780,FOXC2,4,neg,CNTN1,-0.799050091074722,chr12-40565194-40565694,-126998.0
5781,FOXC2,4,neg,FLRT2,-3.97486491259172,chr14-85657004-85657504,127110.0
