TF_motif,time,direction,gene,score,peak,distance
NFIC,2,neg,SYT16,-1.124198309,chr14-61841100-61841600,29376
NFIC,2,neg,SMOC1,-1.158585008,chr14-69692537-69693037,-161344
NFIC,2,neg,SMOC1,-1.525446903,chr14-69828305-69828805,-25576
NFIC,2,neg,FLRT2,-0.752135264,chr14-85453801-85454301,-76093
NFIC,2,neg,CA12,-1.432952645,chr15-63287101-63287601,94810
NFIC,2,neg,ZNF423,-0.926943303,chr16-49698965-49699465,158704
NFIC,2,neg,AC007495.1,-1.042834127,chr16-56075799-56076299,115045
NFIC,2,neg,GAREM1,-1.096892285,chr18-32549637-32550137,-79403
NFIC,2,neg,CCBE1,-0.774397457,chr18-59690197-59690697,6933
NFIC,2,neg,RTN2,-1.517302783,chr19-45300274-45300774,196537
NFIC,2,neg,GPR39,-0.685302857,chr2-132477991-132478491,61667
NFIC,2,neg,PLCL1,-1.582640939,chr2-197971969-197972469,167517
NFIC,2,neg,MPPED1,-1.122029254,chr22-43310234-43310734,-100712
NFIC,2,neg,BBX,-0.845065421,chr3-107430564-107431064,-92122
NFIC,2,neg,ARPP21,-0.742910105,chr3-35648235-35648735,9540
NFIC,2,neg,CADPS,-0.614687104,chr3-62724246-62724746,150893
NFIC,2,neg,LIMCH1,-0.632091972,chr4-41536084-41536584,176727
NFIC,2,neg,SEMA6A,-0.928215996,chr5-116669578-116670078,-94894
NFIC,2,neg,FBXL7,-0.841959558,chr5-15510713-15511213,10767
NFIC,2,neg,SLC1A3,-0.797962171,chr5-36535849-36536349,-70256
NFIC,2,neg,PTK7,-0.928313033,chr6-42978457-42978957,-97561
NFIC,2,neg,CREB5,-0.83682944,chr7-28286029-28286529,-13042
NFIC,2,neg,CREB5,-0.912788535,chr7-28425414-28425914,126343
NFIC,2,neg,DYNC1I1,-1.510326385,chr7-95659977-95660477,-112279
NFIC,2,neg,DYNC1I1,-0.898957947,chr7-95718777-95719277,-53479
NFIC,2,neg,ZHX2,-0.715177831,chr8-122818360-122818860,37216
NFIC,2,neg,CSMD1,-1.324866215,chr8-5060141-5060641,-65419
NFIC,2,neg,CHD7,-1.020622277,chr8-60619943-60620443,-58585
NFIC,2,neg,DLGAP2,-0.70123741,chr8-770289-770789,32943
NFIC,2,neg,DLGAP2,-1.172056771,chr8-805601-806101,68255
NFIC,2,neg,DLGAP2,-0.962761533,chr8-861667-862167,124321
EWSR1-FLI1,2,neg,DAB1,-0.88692479,chr1-58466326-58466826,80158
EWSR1-FLI1,2,neg,DPYD,-0.900628793,chr1-98053508-98054008,-132709
EWSR1-FLI1,2,neg,PLCE1,-0.977702496,chr10-93850174-93850674,-180388
EWSR1-FLI1,2,neg,PLCE1,-0.927663348,chr10-93957774-93958274,-72788
EWSR1-FLI1,2,neg,PLCE1,-0.706918657,chr10-94017243-94017743,-13319
EWSR1-FLI1,2,neg,GRAMD1B,-0.82590105,chr11-123188381-123188881,-169797
EWSR1-FLI1,2,neg,GRAMD1B,-0.909489633,chr11-123232511-123233011,-125667
EWSR1-FLI1,2,neg,GRAMD1B,-0.504103131,chr11-123251602-123252102,-106576
EWSR1-FLI1,2,neg,GRAMD1B,-1.305244487,chr11-123325894-123326394,-32284
EWSR1-FLI1,2,neg,GRAMD1B,-0.936112867,chr11-123362908-123363408,4730
EWSR1-FLI1,2,neg,GAS2L3,-1.081021197,chr12-100668881-100669381,95448
EWSR1-FLI1,2,neg,ASCL1,-1.00337254,chr12-102962495-102962995,5059
EWSR1-FLI1,2,neg,TMEM132B,-0.595889313,chr12-125272362-125272862,85776
EWSR1-FLI1,2,neg,APOLD1,-0.876098739,chr12-12654865-12655365,-70802
EWSR1-FLI1,2,neg,APOLD1,-0.643081898,chr12-12704536-12705036,-21131
EWSR1-FLI1,2,neg,TMTC2,-0.56336742,chr12-82686552-82687052,-78
EWSR1-FLI1,2,neg,CRADD,-1.541805864,chr12-93778148-93778648,101023
EWSR1-FLI1,2,neg,CRADD,-0.832099306,chr12-93796781-93797281,119656
EWSR1-FLI1,2,neg,CRADD,-0.93090668,chr12-93802686-93803186,125561
EWSR1-FLI1,2,neg,CRADD,-1.314876419,chr12-93805627-93806127,128502
EWSR1-FLI1,2,neg,CRADD,-1.194870161,chr12-93818920-93819420,141795
EWSR1-FLI1,2,neg,FRY,-0.737378888,chr13-32229378-32229878,198328
EWSR1-FLI1,2,neg,GPC6,-0.733071824,chr13-93217616-93218116,-8976
EWSR1-FLI1,2,neg,GPC6,-0.950979495,chr13-93244511-93245011,17919
EWSR1-FLI1,2,neg,GPC6,-0.834540878,chr13-93320928-93321428,94336
EWSR1-FLI1,2,neg,GPC6,-0.763970748,chr13-93342493-93342993,115901
EWSR1-FLI1,2,neg,SYT16,-1.124198309,chr14-61841100-61841600,29376
EWSR1-FLI1,2,neg,SMOC1,-1.158585008,chr14-69692537-69693037,-161344
EWSR1-FLI1,2,neg,SMOC1,-0.691978768,chr14-69713340-69713840,-140541
EWSR1-FLI1,2,neg,CA12,-1.432952645,chr15-63287101-63287601,94810
EWSR1-FLI1,2,neg,CA12,-0.513249508,chr15-63323409-63323909,58502
EWSR1-FLI1,2,neg,ABCA3,-2.258064007,chr16-2271582-2272082,68914
EWSR1-FLI1,2,neg,ZNF423,-1.052805023,chr16-49715816-49716316,141853
EWSR1-FLI1,2,neg,ZNF423,-2.23009538,chr16-49742376-49742876,115293
EWSR1-FLI1,2,neg,CCBE1,-1.32052584,chr18-59697165-59697665,-35
EWSR1-FLI1,2,neg,LINC01876,-1.371506077,chr2-156333914-156334414,-79214
EWSR1-FLI1,2,neg,SCN2A,-0.615749363,chr2-165141876-165142376,-52867
EWSR1-FLI1,2,neg,MPPED1,-1.500332938,chr22-43330671-43331171,-80275
EWSR1-FLI1,2,neg,MPPED1,-0.663658798,chr22-43342399-43342899,-68547
EWSR1-FLI1,2,neg,MPPED1,-1.205894441,chr22-43440318-43440818,29372
EWSR1-FLI1,2,neg,BBX,-0.845065421,chr3-107430564-107431064,-92122
EWSR1-FLI1,2,neg,ARPP21,-1.864700965,chr3-35600497-35600997,-38198
EWSR1-FLI1,2,neg,ARPP21,-0.742910105,chr3-35648235-35648735,9540
EWSR1-FLI1,2,neg,CADPS,-0.614687104,chr3-62724246-62724746,150893
EWSR1-FLI1,2,neg,FAM19A1,-0.940083293,chr3-68005955-68006455,1989
EWSR1-FLI1,2,neg,PRSS12,-0.642054055,chr4-118317638-118318138,35115
EWSR1-FLI1,2,neg,MAML3,-1.135044305,chr4-139965658-139966158,188276
EWSR1-FLI1,2,neg,PAM,-0.766228411,chr5-102759212-102759712,5481
EWSR1-FLI1,2,neg,SEMA6A,-0.73180158,chr5-116498682-116499182,76002
EWSR1-FLI1,2,neg,SEMA6A,-0.756041625,chr5-116649607-116650107,-74923
EWSR1-FLI1,2,neg,SEMA6A,-0.913253154,chr5-116739381-116739881,-164697
EWSR1-FLI1,2,neg,SLC1A3,-1.295643454,chr5-36523822-36524322,-82283
EWSR1-FLI1,2,neg,SLC1A3,-0.797962171,chr5-36535849-36536349,-70256
EWSR1-FLI1,2,neg,SLC1A3,-1.162647914,chr5-36614538-36615038,8433
EWSR1-FLI1,2,neg,SLC1A3,-0.833767017,chr5-36660229-36660729,54124
EWSR1-FLI1,2,neg,SGK1,-0.844435776,chr6-134253686-134254186,64176
EWSR1-FLI1,2,neg,PTK7,-0.963916114,chr6-43228687-43229187,152669
EWSR1-FLI1,2,neg,PTK7,-1.728514234,chr6-43250989-43251489,174971
EWSR1-FLI1,2,neg,FOXP2,-1.210722964,chr7-114084646-114085146,-1431
EWSR1-FLI1,2,neg,PLXNA4,-2.09029864,chr7-132485566-132486066,162872
EWSR1-FLI1,2,neg,CREB5,-0.83682944,chr7-28286029-28286529,-13042
EWSR1-FLI1,2,neg,CREB5,-1.204556424,chr7-28444454-28444954,145383
EWSR1-FLI1,2,neg,ELMO1,-2.055249744,chr7-37480808-37481308,-31809
EWSR1-FLI1,2,neg,GLI3,-0.799649862,chr7-42051539-42052039,186081
EWSR1-FLI1,2,neg,GLI3,-1.005724142,chr7-42216810-42217310,20810
EWSR1-FLI1,2,neg,ADCY1,-1.358644655,chr7-45712459-45712959,138569
EWSR1-FLI1,2,neg,HSPB1,-1.442606371,chr7-76273020-76273520,-29274
EWSR1-FLI1,2,neg,ZHX2,-0.715177831,chr8-122818360-122818860,37216
EWSR1-FLI1,2,neg,ZHX2,-0.977414093,chr8-122875590-122876090,94446
EWSR1-FLI1,2,neg,PVT1,-0.755069702,chr8-127922550-127923050,128267
EWSR1-FLI1,2,neg,KIAA1456,-0.931549267,chr8-13041350-13041850,95958
EWSR1-FLI1,2,neg,CHD7,-0.927445975,chr8-60679310-60679810,782
EWSR1-FLI1,2,neg,DLGAP2,-1.171151668,chr8-926512-927012,189166
PROX1,2,neg,GRAMD1B,-1.305244487,chr11-123325894-123326394,-32284
PROX1,2,neg,TMEM132B,-2.784496412,chr12-125171120-125171620,-15466
PROX1,2,neg,GAREM1,-1.096892285,chr18-32549637-32550137,-79403
PROX1,2,neg,PTPRM,-0.676330235,chr18-7609667-7610167,43135
PROX1,2,neg,CACNA1A,-0.862869632,chr19-13516164-13516664,116611
PROX1,2,neg,PAM,-0.766228411,chr5-102759212-102759712,5481
PROX1,2,neg,PTK7,-0.969089539,chr6-43105524-43106024,29506
PROX1,2,neg,DYNC1I1,-0.898957947,chr7-95718777-95719277,-53479
PROX1,2,neg,RUNX1T1,-0.811104245,chr8-92196004-92196504,-92968
SREBF2,3,neg,LUZP1,-2.863012412,chr1-23072419-23072919,105139
SREBF2,3,neg,ATP8A2,-0.941899437,chr13-25176919-25177419,-194902
SREBF2,3,neg,FLRT2,-0.929819947,chr14-85425130-85425630,-104764
SREBF2,3,neg,GPR39,-0.803593895,chr2-132448763-132449263,32439
SREBF2,3,neg,MPPED1,-1.129947949,chr22-43343182-43343682,-67764
SREBF2,3,neg,FAM19A1,-1.227588798,chr3-68006573-68007073,2607
SREBF2,3,neg,SEMA6A,-0.861638621,chr5-116475183-116475683,99501
SREBF2,3,neg,SEMA6A,-1.007648004,chr5-116552489-116552989,22195
SREBF2,3,neg,GLI3,-1.195798876,chr7-42078237-42078737,159383
SREBF2,3,neg,NCALD,-1.023609616,chr8-102278357-102278857,-153700
SREBF2,3,neg,SYBU,-0.848096205,chr8-109667729-109668229,23812
SREBF2,3,neg,PREX2,-1.342602407,chr8-68076705-68077205,124837
ALX3,3,neg,RGS7,-0.977732996,chr1-241349289-241349789,7691
ALX3,3,neg,EFCAB2,-1.578883334,chr1-245153757-245154257,184302
ALX3,3,neg,FLRT2,-0.727876674,chr14-85576202-85576702,46308
ALX3,3,neg,IQCJ-SCHIP1,-1.324342374,chr3-159064525-159065025,102540
ALX3,3,neg,ITPR1,-1.687650734,chr3-4355878-4356378,-137220
ALX3,3,neg,LIMCH1,-1.007130501,chr4-41409073-41409573,49716
ALX3,3,neg,IQGAP2,-1.287929948,chr5-76443364-76443864,40365
ALX3,3,neg,KIAA1456,-3.104892031,chr8-13108544-13109044,163152
ALX3,3,neg,PREX2,-1.342602407,chr8-68076705-68077205,124837
ZEB1,3,neg,SRM,-0.887321312,chr1-11145749-11146249,-85975
ZEB1,3,neg,LUZP1,-2.863012412,chr1-23072419-23072919,105139
ZEB1,3,neg,EFCAB2,-0.739616816,chr1-244796736-244797236,-172719
ZEB1,3,neg,EFCAB2,-1.578883334,chr1-245153757-245154257,184302
ZEB1,3,neg,APOLD1,-1.545508092,chr12-12549348-12549848,-176319
ZEB1,3,neg,ATP8A2,-1.376890775,chr13-25372106-25372606,285
ZEB1,3,neg,SMOC1,-0.890219563,chr14-69932623-69933123,78742
ZEB1,3,neg,SMOC1,-1.020554331,chr14-69954604-69955104,100723
ZEB1,3,neg,SMOC1,-0.74104205,chr14-69980724-69981224,126843
ZEB1,3,neg,GPR39,-0.803593895,chr2-132448763-132449263,32439
ZEB1,3,neg,LINC01876,-1.541945314,chr2-156329282-156329782,-74582
ZEB1,3,neg,MPPED1,-0.89146531,chr22-43237237-43237737,-173709
ZEB1,3,neg,MPPED1,-1.129947949,chr22-43343182-43343682,-67764
ZEB1,3,neg,IQCJ-SCHIP1,-0.720512663,chr3-158802310-158802810,-159675
ZEB1,3,neg,ARPP21,-1.726914971,chr3-35719362-35719862,80667
ZEB1,3,neg,ARPP21,-0.728725865,chr3-35722838-35723338,84143
ZEB1,3,neg,FAM19A1,-1.227588798,chr3-68006573-68007073,2607
ZEB1,3,neg,PAM,-1.194745622,chr5-102668484-102668984,-85247
ZEB1,3,neg,SGK1,-0.592716162,chr6-134381880-134382380,-64018
ZEB1,3,neg,HSPA1B,-0.823554506,chr6-31739619-31740119,-87866
ZEB1,3,neg,GLI3,-1.195798876,chr7-42078237-42078737,159383
MAX,3,neg,EFCAB2,-0.739616816,chr1-244796736-244797236,-172719
MAX,3,neg,EFCAB2,-1.578883334,chr1-245153757-245154257,184302
MAX,3,neg,SMAD9,-1.892441288,chr13-36903616-36904116,16899
MAX,3,neg,GPR39,-1.202977425,chr2-132392116-132392616,-24208
MAX,3,neg,LINC01876,-1.541945314,chr2-156329282-156329782,-74582
MAX,3,neg,IQCJ-SCHIP1,-0.720512663,chr3-158802310-158802810,-159675
MAX,3,neg,ZHX2,-0.703454989,chr8-122816658-122817158,35514
TEAD1,3,neg,FLRT2,-0.972887981,chr14-85334882-85335382,-195012
TEAD1,3,neg,CDH13,-0.764108775,chr16-82735689-82736189,109136
TEAD1,3,neg,GPR39,-1.773658422,chr2-132397503-132398003,-18821
TEAD1,3,neg,EPHA4,-1.24691324,chr2-221562377-221562877,11575
TEAD1,3,neg,NDST3,-1.011247368,chr4-118224128-118224628,190760
TEAD1,3,neg,FBXL7,-0.860204553,chr5-15520804-15521304,20858
TEAD1,3,neg,PLXNA4,-1.127522457,chr7-132815004-132815504,-166566
TEAD1,3,neg,ELMO1,-0.955249462,chr7-37281203-37281703,167796
TEAD1,3,neg,NCALD,-0.641903052,chr8-102268828-102269328,-144171
TEAD1,3,neg,ZHX2,-0.703454989,chr8-122816658-122817158,35514
TEAD1,3,neg,MSRA,-0.757520132,chr8-9898039-9898539,-155979
PAX7,3,neg,MPPED1,-0.665864254,chr22-43501807-43502307,90861
PAX7,3,neg,ITPR1,-1.687650734,chr3-4355878-4356378,-137220
PAX7,3,neg,PRSS12,-1.32861837,chr4-118316854-118317354,35899
PAX7,3,neg,PLXNA4,-1.127522457,chr7-132815004-132815504,-166566
YY2,3,neg,EFCAB2,-0.739616816,chr1-244796736-244797236,-172719
YY2,3,neg,EFCAB2,-0.639705742,chr1-244835001-244835501,-134454
YY2,3,neg,MPPED1,-0.665864254,chr22-43501807-43502307,90861
YY2,3,neg,SEMA6A,-1.007648004,chr5-116552489-116552989,22195
YY2,3,neg,NCALD,-1.023609616,chr8-102278357-102278857,-153700
SCRT1,3,neg,LUZP1,-2.863012412,chr1-23072419-23072919,105139
SCRT1,3,neg,SIPA1L2,-1.228435865,chr1-232438383-232438883,122925
SCRT1,3,neg,SMOC1,-1.337479125,chr14-69977251-69977751,123370
SCRT1,3,neg,SMOC1,-0.74104205,chr14-69980724-69981224,126843
SCRT1,3,neg,CDH13,-0.764108775,chr16-82735689-82736189,109136
SCRT1,3,neg,IQCJ-SCHIP1,-0.720512663,chr3-158802310-158802810,-159675
SCRT1,3,neg,HSPA1B,-0.823554506,chr6-31739619-31740119,-87866
SCRT1,3,neg,ELMO1,-0.955249462,chr7-37281203-37281703,167796
SCRT1,3,neg,GLI3,-1.195798876,chr7-42078237-42078737,159383
TP73,3,neg,LUZP1,-2.863012412,chr1-23072419-23072919,105139
TP73,3,neg,SMAD9,-1.892441288,chr13-36903616-36904116,16899
TP73,3,neg,SMOC1,-1.357075822,chr14-69982690-69983190,128809
TP73,3,neg,EPHA4,-0.921059521,chr2-221616989-221617489,-43037
TP73,3,neg,FBXL7,-0.720694413,chr5-15653812-15654312,153866
TP73,3,neg,IQGAP2,-1.287929948,chr5-76443364-76443864,40365
TP73,3,neg,SYBU,-0.703482296,chr8-109605221-109605721,86320
PAX3,3,neg,MPPED1,-0.665864254,chr22-43501807-43502307,90861
PAX3,3,neg,ITPR1,-1.687650734,chr3-4355878-4356378,-137220
PAX3,3,neg,PRSS12,-1.32861837,chr4-118316854-118317354,35899
PAX3,3,neg,PLXNA4,-1.127522457,chr7-132815004-132815504,-166566
BARX1,3,neg,FLRT2,-0.929819947,chr14-85425130-85425630,-104764
BARX1,3,neg,EPHA4,-0.729263357,chr2-221464160-221464660,109792
BARX1,3,neg,MPPED1,-0.665864254,chr22-43501807-43502307,90861
BARX1,3,neg,ARPP21,-0.728725865,chr3-35722838-35723338,84143
BARX1,3,neg,SEMA6A,-0.861638621,chr5-116475183-116475683,99501
BARX1,3,neg,FBXL7,-0.860204553,chr5-15520804-15521304,20858
BARX1,3,neg,SYBU,-0.703482296,chr8-109605221-109605721,86320
ZSCAN4,3,neg,SRM,-0.887321312,chr1-11145749-11146249,-85975
ZSCAN4,3,neg,SIPA1L2,-1.228435865,chr1-232438383-232438883,122925
ZSCAN4,3,neg,EFCAB2,-0.739616816,chr1-244796736-244797236,-172719
ZSCAN4,3,neg,CNTN1,-1.201849752,chr12-40643352-40643852,-48840
ZSCAN4,3,neg,ATP8A2,-0.992084117,chr13-25371449-25371949,-372
ZSCAN4,3,neg,ATP8A2,-1.376890775,chr13-25372106-25372606,285
ZSCAN4,3,neg,FLRT2,-0.972887981,chr14-85334882-85335382,-195012
ZSCAN4,3,neg,IQCJ-SCHIP1,-1.324342374,chr3-159064525-159065025,102540
ZSCAN4,3,neg,FAM19A1,-1.227588798,chr3-68006573-68007073,2607
ZSCAN4,3,neg,LIMCH1,-1.007130501,chr4-41409073-41409573,49716
ZSCAN4,3,neg,PAM,-1.194745622,chr5-102668484-102668984,-85247
ZSCAN4,3,neg,PAM,-1.575476932,chr5-102899915-102900415,146184
ZSCAN4,3,neg,FBXL7,-1.524627541,chr5-15442403-15442903,-57543
ZSCAN4,3,neg,NCALD,-0.984642022,chr8-102079486-102079986,45171
ZSCAN4,3,neg,NCALD,-0.641903052,chr8-102268828-102269328,-144171
ZSCAN4,3,neg,KIAA1456,-3.104892031,chr8-13108544-13109044,163152
ZSCAN4,3,neg,PREX2,-1.342602407,chr8-68076705-68077205,124837
PBX2,3,neg,RGS7,-0.977732996,chr1-241349289-241349789,7691
PBX2,3,neg,EFCAB2,-1.689507134,chr1-245099367-245099867,129912
PBX2,3,neg,APOLD1,-1.545508092,chr12-12549348-12549848,-176319
PBX2,3,neg,SMOC1,-1.337479125,chr14-69977251-69977751,123370
PBX2,3,neg,CDH13,-0.764108775,chr16-82735689-82736189,109136
PBX2,3,neg,GPR39,-1.087568692,chr2-132385606-132386106,-30718
PBX2,3,neg,EPHA4,-1.24691324,chr2-221562377-221562877,11575
PBX2,3,neg,MPPED1,-0.89146531,chr22-43237237-43237737,-173709
PBX2,3,neg,IQGAP2,-1.287929948,chr5-76443364-76443864,40365
PBX2,3,neg,PAG1,-0.946781666,chr8-81012520-81013020,99298
MNX1,3,neg,EFCAB2,-1.578883334,chr1-245153757-245154257,184302
MNX1,3,neg,GPC6,-1.065058416,chr13-93106402-93106902,-120190
MNX1,3,neg,FLRT2,-0.727876674,chr14-85576202-85576702,46308
MNX1,3,neg,EPHA4,-0.729263357,chr2-221464160-221464660,109792
MNX1,3,neg,IQCJ-SCHIP1,-1.324342374,chr3-159064525-159065025,102540
MNX1,3,neg,ITPR1,-1.687650734,chr3-4355878-4356378,-137220
MNX1,3,neg,LIMCH1,-1.007130501,chr4-41409073-41409573,49716
MNX1,3,neg,IQGAP2,-1.287929948,chr5-76443364-76443864,40365
MNX1,3,neg,PREX2,-1.342602407,chr8-68076705-68077205,124837
HIC2,3,neg,SRM,-0.887321312,chr1-11145749-11146249,-85975
HIC2,3,neg,LUZP1,-2.863012412,chr1-23072419-23072919,105139
HIC2,3,neg,RGS7,-0.977732996,chr1-241349289-241349789,7691
HIC2,3,neg,CUX2,-0.839826917,chr12-111038031-111038531,4257
HIC2,3,neg,ATP8A2,-0.68366825,chr13-25190805-25191305,-181016
HIC2,3,neg,SMOC1,-1.429103636,chr14-69972611-69973111,118730
HIC2,3,neg,GPR39,-1.773658422,chr2-132397503-132398003,-18821
HIC2,3,neg,GPR39,-1.140260543,chr2-132582223-132582723,165899
HIC2,3,neg,LIMCH1,-1.007130501,chr4-41409073-41409573,49716
HIC2,3,neg,PAM,-1.575476932,chr5-102899915-102900415,146184
HIC2,3,neg,SEMA6A,-0.989868042,chr5-116767829-116768329,-193145
HIC2,3,neg,ELMO1,-0.883722827,chr7-37259101-37259601,189898
HIC2,3,neg,KIAA1456,-3.104892031,chr8-13108544-13109044,163152
HIC2,3,neg,MSRA,-0.757520132,chr8-9898039-9898539,-155979
GRHL1,3,neg,SIPA1L2,-0.79967083,chr1-232579875-232580375,-18567
GRHL1,3,neg,GUCY1A2,-1.5365965,chr11-107203741-107204241,-185467
GRHL1,3,neg,MPPED1,-0.665864254,chr22-43501807-43502307,90861
GRHL1,3,neg,PAM,-1.194745622,chr5-102668484-102668984,-85247
GRHL1,3,neg,PLXNA4,-1.127522457,chr7-132815004-132815504,-166566
GRHL1,3,neg,GLI3,-1.195798876,chr7-42078237-42078737,159383
RORB,3,neg,SIPA1L2,-0.79967083,chr1-232579875-232580375,-18567
RORB,3,neg,TMTC2,-1.471354455,chr12-82758797-82759297,72167
RORB,3,neg,ATP8A2,-0.941899437,chr13-25176919-25177419,-194902
RORB,3,neg,GPC6,-1.065058416,chr13-93106402-93106902,-120190
RORB,3,neg,FLRT2,-0.972887981,chr14-85334882-85335382,-195012
RORB,3,neg,NDST3,-1.011247368,chr4-118224128-118224628,190760
RORB,3,neg,FBXL7,-0.860204553,chr5-15520804-15521304,20858
MEIS3,3,neg,EFCAB2,-1.689507134,chr1-245099367-245099867,129912
MEIS3,3,neg,CDH13,-1.01942882,chr16-82639651-82640151,13098
MEIS3,3,neg,CDH13,-0.764108775,chr16-82735689-82736189,109136
MEIS3,3,neg,EPHA4,-0.729263357,chr2-221464160-221464660,109792
MEIS3,3,neg,EPHA4,-1.24691324,chr2-221562377-221562877,11575
MEIS3,3,neg,IQCJ-SCHIP1,-0.970329802,chr3-159041467-159041967,79482
MEIS3,3,neg,PAM,-1.575476932,chr5-102899915-102900415,146184
MEIS3,3,neg,FBXL7,-0.720694413,chr5-15653812-15654312,153866
MEIS3,3,neg,NCALD,-0.984642022,chr8-102079486-102079986,45171
MEIS3,3,neg,PREX2,-0.675669119,chr8-68131208-68131708,179340
USF2,3,neg,EFCAB2,-1.578883334,chr1-245153757-245154257,184302
USF2,3,neg,SMAD9,-1.892441288,chr13-36903616-36904116,16899
USF2,3,neg,GPR39,-1.202977425,chr2-132392116-132392616,-24208
USF2,3,neg,EPHA4,-0.891930795,chr2-221527808-221528308,46144
USF2,3,neg,MPPED1,-0.89146531,chr22-43237237-43237737,-173709
USF2,3,neg,MPPED1,-0.665864254,chr22-43501807-43502307,90861
USF2,3,neg,ITPR1,-1.687650734,chr3-4355878-4356378,-137220
USF2,3,neg,ZHX2,-0.703454989,chr8-122816658-122817158,35514
LEF1,3,neg,TMTC2,-1.471354455,chr12-82758797-82759297,72167
LEF1,3,neg,SMAD9,-1.892441288,chr13-36903616-36904116,16899
LEF1,3,neg,FLRT2,-0.929819947,chr14-85425130-85425630,-104764
LEF1,3,neg,IQCJ-SCHIP1,-1.324342374,chr3-159064525-159065025,102540
LEF1,3,neg,ITPR1,-1.687650734,chr3-4355878-4356378,-137220
LEF1,3,neg,PRSS12,-1.32861837,chr4-118316854-118317354,35899
LEF1,3,neg,SEMA6A,-0.989868042,chr5-116767829-116768329,-193145
LEF1,3,neg,FBXL7,-0.720694413,chr5-15653812-15654312,153866
LEF1,3,neg,ELMO1,-0.955249462,chr7-37281203-37281703,167796
LEF1,3,neg,GLI3,-1.195798876,chr7-42078237-42078737,159383
LEF1,3,neg,GLI3,-1.018083321,chr7-42125181-42125681,112439
LEF1,3,neg,PREX2,-0.675669119,chr8-68131208-68131708,179340
RFX5,4,neg,SOX6,-1.787868842,chr11-16897716-16898216,-158375
RFX5,4,neg,CNTN1,-1.027642261,chr12-40584672-40585172,-107520
RFX5,4,neg,SYT16,-0.879217044,chr14-61932854-61933354,121130
RFX5,4,neg,FLRT2,-0.503753631,chr14-85497244-85497744,-32650
RFX5,4,neg,FLRT2,-0.660575266,chr14-85576202-85576702,46308
RFX5,4,neg,FLRT2,-1.910801564,chr14-85657004-85657504,127110
RFX5,4,neg,ZFHX3,-0.992255586,chr16-73053972-73054472,90225
RFX5,4,neg,CDH13,-1.718007039,chr16-82495928-82496428,-130625
RFX5,4,neg,MPPED1,-1.587808906,chr22-43258060-43258560,-152886
RFX5,4,neg,MAML3,-1.621025196,chr4-140343955-140344455,-190021
RFX5,4,neg,PALLD,-1.94984422,chr4-168570463-168570963,73647
RFX5,4,neg,LIMCH1,-0.998270654,chr4-41418453-41418953,59096
RFX5,4,neg,ZHX2,-1.072145548,chr8-122647480-122647980,-133664
RFX5,4,neg,GABBR2,-1.356261507,chr9-98763908-98764408,-54961
MEOX2,4,neg,DAB1,-0.988561655,chr1-58437947-58438447,108537
MEOX2,4,neg,CUX2,-0.707839703,chr12-111199795-111200295,166021
MEOX2,4,neg,CNTN1,-0.733248551,chr12-40565194-40565694,-126998
MEOX2,4,neg,EPHA4,-0.763888455,chr2-221551771-221552271,22181
MEOX2,4,neg,PLCB4,-0.615009964,chr20-8873962-8874462,-194551
MEOX2,4,neg,MPPED1,-1.587808906,chr22-43258060-43258560,-152886
MEOX2,4,neg,MPPED1,-0.996547294,chr22-43326216-43326716,-84730
MEOX2,4,neg,FAM19A1,-1.094117018,chr3-68188031-68188531,184065
MEOX2,4,neg,GAB1,-0.812875098,chr4-143363949-143364449,27437
MEOX2,4,neg,LIMCH1,-0.668952528,chr4-41383375-41383875,24018
MEOX2,4,neg,PLXNA4,-1.044493215,chr7-132783835-132784335,-135397
MEOX2,4,neg,MSRA,-0.82196678,chr8-9974572-9975072,-79446
MEF2C,4,neg,DAB1,-1.500691042,chr1-58358412-58358912,188072
MEF2C,4,neg,DAB1,-2.20983712,chr1-58660836-58661336,-114352
MEF2C,4,neg,DAB1,-1.074096509,chr1-58708555-58709055,-162071
MEF2C,4,neg,TMEM123,-1.528459602,chr11-102532588-102533088,-62454
MEF2C,4,neg,GRAMD1B,-0.677660063,chr11-123548725-123549225,190547
MEF2C,4,neg,CNTN1,-0.733248551,chr12-40565194-40565694,-126998
MEF2C,4,neg,ATP2B1,-1.031576227,chr12-89691585-89692085,17465
MEF2C,4,neg,FLRT2,-1.910801564,chr14-85657004-85657504,127110
MEF2C,4,neg,KIAA0513,-1.279005396,chr16-85057844-85058344,30343
MEF2C,4,neg,GAREM1,-1.111559562,chr18-32386437-32386937,83797
MEF2C,4,neg,PTPRM,-0.680869813,chr18-7378139-7378639,-188393
MEF2C,4,neg,DTNB,-2.065599332,chr2-25490608-25491108,182789
MEF2C,4,neg,PLCB4,-0.615009964,chr20-8873962-8874462,-194551
MEF2C,4,neg,PLCB4,-0.935249903,chr20-9158543-9159043,90030
MEF2C,4,neg,MPPED1,-1.164180478,chr22-43237237-43237737,-173709
MEF2C,4,neg,PHF21B,-1.448539436,chr22-44921994-44922494,87755
MEF2C,4,neg,ITPR1,-0.719718822,chr3-4294614-4295114,-198484
MEF2C,4,neg,GAB1,-0.812875098,chr4-143363949-143364449,27437
MEF2C,4,neg,LIMCH1,-1.124373219,chr4-41442460-41442960,83103
MEF2C,4,neg,IQGAP2,-0.678009908,chr5-76485309-76485809,82310
